transaction_id,timestamp,amount,device_novelty,transaction_velocity,location_deviation,merchant_history_score,customer_tenure_days,payment_method,ip_reputation_score,category_tag,ground_truth_label
d5ba771f-1e78-1630-5029-7fe3b64044b8,2026-08-21T01:49:22.051427Z,746.49,0.1151,2,0.2418,0.0071,403,UPI,0.9138,normal,legitimate
b3465824-21aa-c5e7-28b0-125932195bbd,2026-08-16T08:29:01.692297Z,309.89,0.1388,0,0.07,0.0034,1112,netbanking,0.924,normal,legitimate
511626f3-72db-a86a-ffc0-c8b9c412c794,2026-07-30T03:23:40.761153Z,284.48,0.1017,0,0.0929,0.0089,541,netbanking,0.9268,normal,legitimate
62ccaff6-bb02-f7fa-e0d3-5eda73e44913,2026-07-27T01:34:13.877922Z,339.49,0.0326,0,0.1344,0.0793,593,card,0.8676,normal,legitimate
b065e9e8-06a0-9d28-7798-a97282c92788,2026-08-15T22:37:55.602288Z,63807.44,0.2102,2,0.0288,0.0357,799,UPI,0.8003,legitimate_but_unusual,legitimate
a0333d4f-f4d7-4469-d3de-54d0cce94f9a,2026-07-30T01:38:35.525420Z,3527.88,0.2399,1,0.1032,0.0308,286,UPI,0.8807,normal,legitimate
2decee9d-9a26-9153-7004-2ffbe8f4518f,2026-08-05T18:53:58.044067Z,79.19,0.2007,0,0.1741,0.0626,530,UPI,0.9707,normal,legitimate
c4482d84-7926-12f4-9ca1-c218c735d04f,2026-07-25T05:34:52.668414Z,415.57,0.7224,0,0.197,0.0852,435,card,0.5874,borderline,fraud
25fe32c8-f325-c828-e14a-70b5fce92710,2026-08-11T07:36:49.746046Z,1221.97,0.109,0,0.2249,0.0111,125,netbanking,0.8869,normal,legitimate
0993a0b4-0f74-9896-c612-ddec90a1d5ff,2026-08-04T05:11:09.467272Z,13170.35,0.0205,0,0.1572,0.0257,1033,UPI,0.8789,normal,legitimate
1c183241-60a4-8447-095c-43d7f16029ee,2026-08-12T15:29:54.012986Z,1870.45,0.1787,0,0.0554,0.0434,1196,UPI,0.9318,normal,legitimate
33f262f6-0b45-333f-fdcd-744026ff40b2,2026-07-26T02:15:05.973905Z,2611.81,0.2127,0,0.055,0.035,32,card,0.8817,normal,legitimate
8ee7b050-5ad7-ce2c-0f09-8fb838eb00ae,2026-07-30T06:30:14.509405Z,544.58,0.2249,0,0.8463,0.0224,224,card,0.8075,borderline,fraud
160e0726-04c6-b7bd-3ea2-1e01dc809d45,2026-08-20T01:54:27.883256Z,500.0,0.9212,7,0.8432,0.3152,48,UPI,0.3969,suspicious,fraud
59f0b476-878e-6563-b94a-755a3b9db93a,2026-07-29T23:08:33.255776Z,1221.13,0.184,1,0.0228,0.12,1029,card,0.9254,normal,legitimate
b12fa459-04ad-f540-edb7-fbbbb5d4c319,2026-08-02T11:20:14.900949Z,4346.84,0.7611,3,0.9122,0.275,69,UPI,0.4908,suspicious,fraud
a62bbc0e-8d59-f5fe-deec-ad8c79924d0e,2026-07-29T08:50:03.944507Z,2845.16,0.2052,0,0.2483,0.0542,90,card,0.9583,normal,legitimate
98f3e99f-4889-daf9-c1cb-c661ce79d7aa,2026-08-13T06:50:42.824399Z,1418.06,0.1708,0,0.0878,0.0058,680,wallet,0.9319,normal,legitimate
16bedf51-ef7c-4143-e75d-2770d076b315,2026-08-20T18:01:15.243276Z,661.85,0.8485,1,0.7496,0.1564,184,UPI,0.5219,borderline,fraud
fe1bb796-b632-6d4d-f99e-1560e394cd7d,2026-08-19T23:00:49.522583Z,1669.83,0.2274,0,0.0941,0.0531,699,UPI,0.8841,normal,legitimate
4b8e1e81-3ef3-4618-97e3-94f7529d7ce0,2026-08-14T01:27:31.694193Z,3054.99,0.8141,1,0.1455,0.1724,262,UPI,0.6387,borderline,legitimate
2c5fc393-ce07-3d66-d97b-320b6495fee8,2026-08-18T13:38:16.336635Z,4593.26,0.1258,0,0.0361,0.12,182,UPI,0.8998,normal,legitimate
22e60511-00ca-2bed-2715-babd3f8dbab8,2026-08-01T04:21:22.018091Z,550.63,0.2368,0,0.1678,0.0124,1196,UPI,0.8511,normal,legitimate
cf50e37f-0fba-4a65-2b65-7fb531ebe34b,2026-08-07T06:31:58.929067Z,7850.5,0.8973,4,0.9275,0.1659,15,UPI,0.6636,suspicious,fraud
a16594e6-a32b-ffca-05e7-f56b26b1aea7,2026-08-07T22:32:25.534831Z,2445.24,0.2109,0,0.1807,0.0214,646,UPI,0.8554,normal,legitimate
ef4daa35-ff14-1f48-497a-d2ecdb3cf503,2026-08-01T17:11:18.092463Z,100.0,0.1175,5,0.1348,0.1511,420,UPI,0.703,borderline,fraud
03dab3b1-b981-cbdd-9857-3d832ef72c37,2026-08-16T13:11:37.177337Z,1888.52,0.0182,1,0.0908,0.0039,705,card,0.9644,normal,legitimate
09b70c53-50c2-7ca6-bb79-dd29352fbb6b,2026-08-12T23:59:18.851523Z,3812.68,0.0824,1,0.1987,0.551,695,UPI,0.9198,merchant_anomaly,fraud
5b5fc9f8-3493-15d9-23b0-00cf84fcf193,2026-08-19T14:15:03.083400Z,18834.07,0.8217,7,0.8352,0.4658,14,UPI,0.1544,fraud,fraud
6c47794c-324a-57c8-f45a-d0f092ef5e0e,2026-08-14T11:25:46.059838Z,317.24,0.0123,0,0.0665,0.0145,170,UPI,0.9722,normal,legitimate
24185ec1-bbb6-ac2c-ff09-a5b850f34aa1,2026-08-15T09:03:32.656212Z,851.01,0.7961,3,0.9678,0.2177,72,UPI,0.4153,suspicious,fraud
cb11fb17-baa3-4182-729f-225ed5b1e6a2,2026-07-26T17:14:02.275170Z,1086.1,0.2421,1,0.1629,0.0519,563,netbanking,0.9669,normal,legitimate
3a20faa2-57ec-38db-caa1-1b2467c09fb3,2026-08-09T20:09:15.432179Z,854.75,0.8792,4,0.9723,0.1826,173,UPI,0.535,suspicious,fraud
e8477c7f-e930-8083-7655-cd8ab0f58d96,2026-08-03T04:09:43.269440Z,850.57,0.954,3,0.8025,0.1857,197,wallet,0.541,suspicious,fraud
097e30c3-0492-757e-7ab6-73e049c72fc1,2026-08-01T15:34:28.309279Z,474.51,0.0111,0,0.1647,0.0215,1022,card,0.9688,normal,legitimate
3f7733b6-ba1e-f9f3-593c-2cfbbd29c585,2026-08-23T11:58:16.661316Z,123.54,0.1449,0,0.1433,0.0664,827,UPI,0.8987,normal,legitimate
7136e346-6a07-3a2b-2710-c8fbe519ce81,2026-08-15T20:25:20.261220Z,945.85,0.0598,1,0.2149,0.0277,230,netbanking,0.9317,normal,legitimate
45d51fd0-2d3f-33bf-f1e9-d6b76b692ab7,2026-08-09T23:27:00.540159Z,159.16,0.2421,0,0.0315,0.0544,1072,card,0.8526,normal,legitimate
422007ca-e840-19a6-6ce8-997f91e4c57a,2026-07-31T11:53:59.988208Z,384.63,0.0614,0,0.2164,0.0044,1136,card,0.9307,normal,legitimate
da68e882-dc29-0ed1-0e47-739ec9bd1e77,2026-08-01T20:27:49.844788Z,578.42,0.8694,0,0.1496,0.1894,143,UPI,0.8619,borderline,fraud
76427c37-943a-0d89-d0bf-801895a2ae2d,2026-08-10T14:45:49.208077Z,2994.14,0.1857,1,0.0,0.0241,40,card,0.8887,normal,legitimate
58487764-91e9-d7ae-27a9-0cd147e7b273,2026-08-01T08:57:46.814559Z,195.97,0.2341,0,0.0996,0.0199,843,UPI,0.9208,normal,legitimate
a03b3a27-f767-c8e0-a57d-de7902b939a9,2026-08-12T18:05:33.175778Z,3038.95,0.8683,9,0.9579,0.7382,85,wallet,0.3706,fraud,fraud
70d4165d-3dc7-9c10-f0b5-c6f8b9990041,2026-07-26T02:10:29.881461Z,160.31,0.1869,0,0.0038,0.0728,782,netbanking,0.8543,normal,legitimate
81d2e30e-7dd9-0e7c-0a8f-affeb1c216c1,2026-08-11T23:12:46.805711Z,348.29,0.1014,0,0.0423,0.0552,513,UPI,0.8748,normal,legitimate
ec2f60e5-5c2a-c295-be21-f5b05bed0a7c,2026-08-09T08:25:42.213635Z,600.15,0.9142,6,0.8932,0.3331,12,wallet,0.5581,suspicious,fraud
a31d4ea9-c70d-06ab-2b81-aa9b52c940f4,2026-08-23T08:12:30.913122Z,500.0,0.8523,4,0.7388,0.2092,27,UPI,0.3983,suspicious,legitimate
cb437255-6640-3748-233b-cfda94bc9a16,2026-08-13T00:23:42.401969Z,353.63,0.8677,1,0.8638,0.1017,266,UPI,0.84,borderline,fraud
eac30738-f01c-71c5-c629-cfc2ce9f45e6,2026-08-07T11:32:08.825094Z,45000.0,0.7647,7,0.8446,0.3137,130,card,0.4741,suspicious,fraud
a21b391e-9272-d44b-d744-663d75eb868f,2026-08-06T01:15:42.940751Z,5855.47,0.9913,4,0.9173,0.4203,24,UPI,0.3735,fraud,fraud
79cad784-2d8e-0a6c-3ff6-050c8150975a,2026-08-03T14:12:44.802009Z,116.21,0.1379,1,0.0934,0.12,209,card,0.9007,normal,legitimate
a53de922-bffe-049e-fb32-b903e19afffa,2026-07-30T17:22:10.842676Z,1651.38,0.1567,0,0.202,0.0074,1113,UPI,0.9112,normal,legitimate
9b8f3890-3101-6548-3655-c71183a1746d,2026-08-05T13:09:05.409408Z,598.69,0.928,5,0.1303,0.0435,476,UPI,0.6426,borderline,fraud
2eb1af1b-7b0f-5754-4f92-f0a74b905b68,2026-08-23T10:09:03.745907Z,14534.02,0.9228,4,0.7452,0.2661,33,netbanking,0.593,suspicious,legitimate
dbd0e830-81c7-4da9-770f-1f82b85af31c,2026-08-17T21:09:37.463724Z,1328.26,0.789,1,0.7657,0.1962,294,UPI,0.7943,borderline,legitimate
96eca4ca-8f04-03c8-386a-24ca26040c1d,2026-07-29T06:54:18.532181Z,906.7,0.0416,0,0.1045,0.0116,1069,UPI,0.8568,normal,legitimate
c2ec93e5-5f47-d3df-c28c-55799a82e683,2026-07-31T02:43:13.899713Z,990.69,0.0839,0,0.1474,0.0731,85,UPI,0.899,normal,legitimate
8e3945cc-a51d-d8f2-9aa9-3dbfd4c0e62d,2026-08-04T04:23:55.083371Z,3114.0,0.1231,4,0.0243,0.0726,281,UPI,0.9869,legitimate_but_unusual,legitimate
eab9a8f4-b28d-dd72-befa-9469f707161c,2026-08-17T02:40:10.673949Z,1842.74,0.9383,10,0.911,0.5541,73,UPI,0.1462,fraud,fraud
66fd4d0d-dee8-e99c-9f65-928a2882804c,2026-08-07T05:07:43.336591Z,485.08,0.0435,0,0.1368,0.0326,305,UPI,0.947,normal,legitimate
54bf2765-074a-e225-1b05-1a0a043a41da,2026-08-19T16:46:45.896570Z,808.77,0.2296,0,0.1662,0.0042,769,UPI,0.8946,normal,legitimate
b083bc63-c768-c415-f114-de03ee64cd05,2026-08-12T20:28:31.303936Z,616.15,0.9698,6,0.7127,0.2542,189,card,0.4512,suspicious,fraud
cf7f6e45-bd21-f641-652f-fc788ab7d807,2026-08-16T08:22:13.817765Z,81021.86,0.1441,1,0.1348,0.0181,1382,card,0.8006,legitimate_but_unusual,legitimate
b4a61995-9f98-98eb-5eb9-81bf8f0f5185,2026-08-13T08:47:04.317717Z,3158.49,0.2113,0,0.2013,0.0953,280,UPI,0.874,normal,legitimate
e63a5aba-26dd-66e7-f113-187fa2cbcde8,2026-08-14T13:44:25.764461Z,2093.98,0.2136,0,0.1817,0.0162,1096,netbanking,0.96,normal,legitimate
a76d9990-125c-6396-1148-d2100083464b,2026-08-02T12:02:48.433497Z,959.62,0.0253,0,0.0655,0.0235,642,UPI,0.8922,normal,legitimate
e8409d5d-10a6-7934-3a96-b23959b4c2b9,2026-08-22T19:46:38.024958Z,327.53,0.0497,0,0.1915,0.024,487,wallet,0.9841,normal,legitimate
133624f8-b8ad-4f13-91bd-e9852e188d2a,2026-07-29T19:44:45.505843Z,2017.14,0.1575,0,0.1511,0.0083,606,UPI,0.9302,normal,legitimate
e2ab171c-f0d1-0e44-bb12-478c8a2966a5,2026-08-12T10:28:01.375545Z,872.65,0.0317,0,0.0199,0.0983,269,UPI,0.9236,normal,legitimate
90165ede-5c8e-5617-340d-cfc607225627,2026-08-06T10:55:29.661232Z,180.42,0.1996,1,0.0681,0.013,163,UPI,0.8577,normal,legitimate
374bc7ee-1de3-6ce0-f15c-b6ddfadc348d,2026-07-30T03:43:40.122638Z,662.62,0.036,0,0.1343,0.0196,335,card,0.8556,normal,legitimate
5b7ead6e-dc83-34bb-14d0-90f12e99d6e8,2026-08-06T07:53:33.384714Z,656.07,0.0308,0,0.0917,0.0005,1002,netbanking,0.916,normal,legitimate
333abdfd-03f3-a210-3ad6-4e3b47f6cd66,2026-08-04T23:58:21.903983Z,459.22,0.1958,0,0.0759,0.0082,206,UPI,0.9346,normal,legitimate
a95f3b91-bc21-6b2f-2919-ae41b7d3f1ea,2026-08-10T07:04:09.010409Z,424.97,0.0846,0,0.2139,0.0028,32,netbanking,0.9844,normal,legitimate
8df264ad-76c4-5aa9-5cb4-379e8d6fb875,2026-07-28T22:44:51.027761Z,501.03,0.8363,4,0.8103,0.2158,33,card,0.4673,suspicious,fraud
fd34c476-824f-fa57-c7a7-c2e82b644d48,2026-08-15T14:35:20.063436Z,208.75,0.1985,0,0.0261,0.0073,512,UPI,0.9135,normal,legitimate
445db57b-b798-8afa-190d-9ee87eebe7d8,2026-08-03T08:35:19.942642Z,23783.95,0.8653,5,0.9213,0.4091,48,UPI,0.2091,fraud,fraud
18db543e-23f7-99a7-ca22-52ed32904c61,2026-08-10T01:10:41.659880Z,544.99,0.1684,0,0.1004,0.0419,759,card,0.8759,normal,legitimate
fd949508-c308-5d34-554a-e49141e7ccb6,2026-08-01T15:21:53.138040Z,2631.03,0.2401,2,0.0772,0.0185,860,card,0.9981,normal,legitimate
d686b047-95d2-a020-af47-bcdbf80f2bb5,2026-08-16T23:51:47.383794Z,512.29,0.0757,0,0.2323,0.0061,393,netbanking,0.9318,normal,legitimate
afe1b070-ac3e-9b5f-e372-bf255d15541f,2026-08-14T05:48:53.183166Z,208.83,0.2203,1,0.2184,0.0214,167,UPI,0.9998,normal,legitimate
96573910-8926-868c-ab08-6efd819ba433,2026-08-01T01:45:41.925503Z,765.67,0.1975,0,0.0629,0.0454,1082,UPI,0.997,normal,legitimate
ab77e3c7-6248-ffc5-c102-023836c9841a,2026-07-30T00:13:45.507070Z,464.8,0.0489,4,0.7614,0.0836,77,UPI,0.6895,borderline,legitimate
7355f54a-88a3-bee3-a3a0-f29e70246b7d,2026-08-14T15:41:34.986562Z,2683.51,0.8785,4,0.7897,0.6049,26,UPI,0.2397,fraud,fraud
77197334-e72a-5220-d478-b9e04e78dda8,2026-08-15T12:40:38.834800Z,805.78,0.2267,0,0.1814,0.0104,255,card,0.9381,normal,legitimate
3e1c07ba-48bc-268f-fa2a-044e7b36d4a0,2026-08-17T02:17:29.546787Z,828.96,0.1363,0,0.1522,0.0103,190,UPI,0.9858,normal,legitimate
2634143f-225f-7013-82b0-b0d1f16de813,2026-08-03T21:38:58.323558Z,366.69,0.0512,1,0.0024,0.031,292,UPI,0.9863,normal,legitimate
252a5995-85ac-333a-c732-9e6616d8706c,2026-08-01T17:50:20.385053Z,504.41,0.1247,0,0.1792,0.0378,1055,UPI,0.9619,normal,legitimate
ec1c6919-0bef-a1b8-4e80-51da2d06b7a7,2026-08-22T08:08:00.232406Z,682.83,0.9485,4,0.8964,0.2089,127,UPI,0.5254,suspicious,fraud
eca02ba2-1885-0d67-66ed-0442c85cd037,2026-08-03T08:12:33.282794Z,221.46,0.0596,0,0.0032,0.019,601,card,0.9208,normal,legitimate
8ca95fe4-70ca-1522-68d0-90f4bf78261a,2026-08-12T13:19:31.096759Z,402.23,0.2376,0,0.1527,0.0892,397,card,0.8767,normal,legitimate
f927055f-fabf-bb5e-38ff-df9975040507,2026-08-18T17:31:33.251444Z,400.01,0.0792,0,0.0992,0.0248,568,UPI,0.8547,normal,legitimate
7a5d4aaa-4d00-3ea2-999d-e7853dea69e8,2026-08-01T08:16:20.576467Z,475.65,0.2269,0,0.198,0.105,340,UPI,0.8507,normal,legitimate
48b302b2-eb67-e5a3-372c-380882394d0a,2026-08-06T00:40:05.987375Z,639.19,0.0511,6,0.362,0.0623,470,UPI,0.8112,legitimate_but_unusual,legitimate
40f5fb19-61dc-2bca-a82c-9300bf37bee3,2026-07-30T06:41:02.974351Z,1861.16,0.0217,5,0.2147,0.072,1029,UPI,0.8503,legitimate_but_unusual,legitimate
3b8b7863-5c7a-6a8c-d895-dd72a045b398,2026-08-09T17:22:34.852303Z,268.21,0.1044,0,0.1835,0.0214,495,card,0.9294,normal,legitimate
f420d97a-ebf2-d27a-b832-a4a00f81ac94,2026-08-04T17:12:04.736411Z,184.36,0.0712,0,0.245,0.0956,906,UPI,0.9082,normal,legitimate
c3c2c511-0cc7-4171-301a-e1843bfbf4d4,2026-08-10T21:53:41.507261Z,411.31,0.0509,2,0.1498,0.0098,68,netbanking,0.9543,normal,legitimate
9fc56342-6cec-81b5-32de-d231f9125b2d,2026-08-19T11:06:04.101219Z,368.74,0.2414,1,0.1854,0.0301,538,UPI,0.8552,normal,legitimate
fe1bf0ac-9389-a617-a1ff-8a51dbae5db1,2026-08-05T09:00:45.730421Z,461.98,0.2033,0,0.1426,0.7822,994,UPI,0.9445,merchant_anomaly,fraud
de03ca25-10e9-77fb-f5de-4357b41567f2,2026-08-10T11:43:43.322029Z,3090.31,0.1383,6,0.2631,0.0112,1226,UPI,0.9086,legitimate_but_unusual,legitimate
1b83215f-7d2c-3124-5bc7-241a27ad25b9,2026-08-14T04:33:31.411391Z,755.01,0.2096,1,0.8847,0.1701,243,UPI,0.613,borderline,fraud
c037de6d-3a58-aa7c-0983-fca4060a9864,2026-08-22T04:17:29.291193Z,12772.5,0.8501,4,0.7519,0.0344,37,UPI,0.7432,suspicious,fraud
a4addb16-90a9-b31d-b97e-e0afd6a1d30a,2026-08-21T13:42:21.243781Z,508.24,0.0538,0,0.0566,0.0257,811,card,0.9909,normal,legitimate
7814bea0-d5a8-12b0-ee28-ee1437f4fb82,2026-07-31T04:45:47.050825Z,271.34,0.1117,1,0.186,0.104,1103,card,0.9154,normal,legitimate
4240b31c-da6b-4f2e-2d56-b1b5d23b3775,2026-08-09T15:22:20.361283Z,1228.85,0.1435,5,0.9081,0.0304,345,UPI,0.5474,borderline,legitimate
4f7c31b1-8fe1-0db1-fb5a-f20f60a2389e,2026-08-12T02:05:03.111554Z,231.19,0.2372,0,0.1718,0.0029,178,UPI,0.9007,normal,legitimate
e82e88e6-a232-5d6d-7db8-388dacdbe393,2026-07-25T01:13:23.019738Z,2218.46,0.8295,3,0.0936,0.1025,453,card,0.5044,borderline,legitimate
b74da9df-eb46-8d45-eee4-ecfb7829f665,2026-08-04T17:27:23.144722Z,179.36,0.094,0,0.0984,0.0249,954,UPI,0.9132,normal,legitimate
3d35e656-6ef0-bc9c-fa60-98d07e89017c,2026-08-07T07:42:31.953573Z,330.36,0.1001,1,0.1439,0.004,496,card,0.8554,normal,legitimate
5c8d0eb0-d516-d207-aa52-03b9428f3edf,2026-08-20T06:44:15.471533Z,1475.98,0.1585,1,0.2043,0.0277,282,wallet,0.9745,normal,legitimate
706d2449-985d-3815-3783-5cdea0434387,2026-07-29T16:18:51.567683Z,5836.78,0.108,0,0.1023,0.0201,1150,netbanking,0.9888,normal,legitimate
dbe4c1f0-9d48-4e78-dca9-34f42d449147,2026-07-27T00:25:38.670766Z,816.8,0.0262,1,0.1131,0.0322,498,UPI,0.9864,normal,legitimate
c8d12db1-627d-f707-8370-5640ec71eaf8,2026-08-14T04:07:35.288703Z,1045.98,0.2367,1,0.8118,0.0836,80,UPI,0.888,borderline,legitimate
a87bfa5a-6f08-1160-0c94-a6c888f5e789,2026-08-13T18:37:34.803322Z,546.19,0.1105,0,0.2141,0.0177,1145,UPI,0.9727,normal,legitimate
18a3d3a6-1743-05b7-0bbe-575e11671090,2026-08-06T10:29:22.886776Z,2222.81,0.0916,0,0.2032,0.0608,1199,card,0.9118,normal,legitimate
012e07e7-5c86-ad87-a576-021182813ad4,2026-08-18T10:33:36.109773Z,2288.22,0.2473,0,0.0127,0.0056,208,card,0.9859,normal,legitimate
5dd9a2df-6ab0-2f28-3e4b-beeb2fd09560,2026-07-31T05:00:50.413440Z,45.72,0.1945,0,0.1258,0.0012,207,UPI,0.8911,normal,legitimate
f64a32cf-19c2-766b-6297-63cf31c79641,2026-07-27T07:48:06.732572Z,547.05,0.1707,0,0.081,0.0357,276,UPI,0.8876,normal,legitimate
3d682eb2-90dc-0fff-d7b8-65270260bee5,2026-08-05T06:22:17.601833Z,120.8,0.0468,0,0.0848,0.0274,933,netbanking,0.9507,normal,legitimate
03af8352-46d8-1903-aa73-03ec53451455,2026-08-10T19:52:39.429610Z,411.12,0.8311,3,0.0533,0.1145,104,netbanking,0.8894,borderline,fraud
cdbe06d5-4ce2-b2c1-dc67-e9810b663942,2026-08-05T17:15:34.983407Z,202.76,0.2425,0,0.1384,0.0187,414,UPI,0.9575,normal,legitimate
389a5377-e7c7-486e-20d8-d7e19b919aed,2026-08-04T09:06:43.807969Z,1205.0,0.8982,3,0.026,0.0448,323,card,0.5002,borderline,legitimate
6081f741-86e3-27d7-4b75-6e7630ef972c,2026-08-07T15:45:25.891035Z,53.2,0.0875,1,0.2216,0.0221,979,UPI,0.9452,normal,legitimate
